a,b,k,f_coefs,test_name,alg,time
1,100,226,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010442733764648438
1,1000,226,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011990070343017578
1,1000,226,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011014938354492188
1,100,227,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001316070556640625
1,100,227,"[5, -1, 1, -5, -3, 3]",normal,4,0.00015854835510253906
1,1000,227,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012276172637939453
1,1000,227,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001704692840576172
1,100,228,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013303756713867188
1,100,228,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010418891906738281
1,1000,228,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011987686157226562
1,1000,228,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010943412780761719
1,100,229,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013017654418945312
1,100,229,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010085105895996094
1,1000,229,"[5, -1, 1, -5, -3, 3]",big b,3,0.004693031311035156
1,1000,229,"[5, -1, 1, -5, -3, 3]",big b,4,0.00017213821411132812
1,100,230,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013327598571777344
1,100,230,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010514259338378906
1,1000,230,"[5, -1, 1, -5, -3, 3]",big b,3,0.0049817562103271484
1,1000,230,"[5, -1, 1, -5, -3, 3]",big b,4,9.560585021972656e-05
1,100,231,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,231,"[5, -1, 1, -5, -3, 3]",normal,4,7.915496826171875e-05
1,1000,231,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011773109436035156
1,1000,231,"[5, -1, 1, -5, -3, 3]",big b,4,8.249282836914062e-05
1,100,232,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010585784912109375
1,100,232,"[5, -1, 1, -5, -3, 3]",normal,4,7.772445678710938e-05
1,1000,232,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012128353118896484
1,1000,232,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010061264038085938
1,100,233,"[5, -1, 1, -5, -3, 3]",normal,3,0.00011038780212402344
1,100,233,"[5, -1, 1, -5, -3, 3]",normal,4,8.273124694824219e-05
1,1000,233,"[5, -1, 1, -5, -3, 3]",big b,3,0.001346588134765625
1,1000,233,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001246929168701172
1,100,234,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,234,"[5, -1, 1, -5, -3, 3]",normal,4,7.772445678710938e-05
1,1000,234,"[5, -1, 1, -5, -3, 3]",big b,3,0.0013477802276611328
1,1000,234,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012421607971191406
1,100,235,"[5, -1, 1, -5, -3, 3]",normal,3,0.0004436969757080078
1,100,235,"[5, -1, 1, -5, -3, 3]",normal,4,0.00029277801513671875
1,1000,235,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012125968933105469
1,1000,235,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011467933654785156
1,100,236,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013136863708496094
1,100,236,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010514259338378906
1,1000,236,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012149810791015625
1,1000,236,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011110305786132812
1,100,237,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013208389282226562
1,100,237,"[5, -1, 1, -5, -3, 3]",normal,4,0.00010657310485839844
1,1000,237,"[5, -1, 1, -5, -3, 3]",big b,3,0.0050811767578125
1,1000,237,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011277198791503906
1,100,238,"[5, -1, 1, -5, -3, 3]",normal,3,0.00017380714416503906
1,100,238,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012969970703125
1,1000,238,"[5, -1, 1, -5, -3, 3]",big b,3,0.002139568328857422
1,1000,238,"[5, -1, 1, -5, -3, 3]",big b,4,0.0002868175506591797
1,100,239,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,239,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003006458282470703
1,1000,239,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012111663818359375
1,1000,239,"[5, -1, 1, -5, -3, 3]",big b,4,9.202957153320312e-05
1,100,240,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001068115234375
1,100,240,"[5, -1, 1, -5, -3, 3]",normal,4,8.392333984375e-05
1,1000,240,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011928081512451172
1,1000,240,"[5, -1, 1, -5, -3, 3]",big b,4,8.821487426757812e-05
1,100,241,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001068115234375
1,100,241,"[5, -1, 1, -5, -3, 3]",normal,4,8.296966552734375e-05
1,1000,241,"[5, -1, 1, -5, -3, 3]",big b,3,0.005071878433227539
1,1000,241,"[5, -1, 1, -5, -3, 3]",big b,4,9.012222290039062e-05
1,100,242,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,242,"[5, -1, 1, -5, -3, 3]",normal,4,0.0002484321594238281
1,1000,242,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012845993041992188
1,1000,242,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016641616821289062
1,100,243,"[5, -1, 1, -5, -3, 3]",normal,3,0.0003619194030761719
1,100,243,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003218650817871094
1,1000,243,"[5, -1, 1, -5, -3, 3]",big b,3,0.002825498580932617
1,1000,243,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001163482666015625
1,100,244,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010943412780761719
1,100,244,"[5, -1, 1, -5, -3, 3]",normal,4,9.298324584960938e-05
1,1000,244,"[5, -1, 1, -5, -3, 3]",big b,3,0.0026178359985351562
1,1000,244,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012636184692382812
1,100,245,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,245,"[5, -1, 1, -5, -3, 3]",normal,4,8.58306884765625e-05
1,1000,245,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011951923370361328
1,1000,245,"[5, -1, 1, -5, -3, 3]",big b,4,8.96453857421875e-05
1,100,246,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,246,"[5, -1, 1, -5, -3, 3]",normal,4,8.344650268554688e-05
1,1000,246,"[5, -1, 1, -5, -3, 3]",big b,3,0.004605531692504883
1,1000,246,"[5, -1, 1, -5, -3, 3]",big b,4,9.870529174804688e-05
1,100,247,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044083595275878906
1,100,247,"[5, -1, 1, -5, -3, 3]",normal,4,8.559226989746094e-05
1,1000,247,"[5, -1, 1, -5, -3, 3]",big b,3,0.0017638206481933594
1,1000,247,"[5, -1, 1, -5, -3, 3]",big b,4,9.226799011230469e-05
1,100,248,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,248,"[5, -1, 1, -5, -3, 3]",normal,4,8.392333984375e-05
1,1000,248,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011789798736572266
1,1000,248,"[5, -1, 1, -5, -3, 3]",big b,4,9.059906005859375e-05
1,100,249,"[5, -1, 1, -5, -3, 3]",normal,3,0.0004398822784423828
1,100,249,"[5, -1, 1, -5, -3, 3]",normal,4,8.463859558105469e-05
1,1000,249,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011942386627197266
1,1000,249,"[5, -1, 1, -5, -3, 3]",big b,4,9.703636169433594e-05
1,100,250,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,250,"[5, -1, 1, -5, -3, 3]",normal,4,8.463859558105469e-05
1,1000,250,"[5, -1, 1, -5, -3, 3]",big b,3,0.0016095638275146484
1,1000,250,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001010894775390625
1,100,251,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044345855712890625
1,100,251,"[5, -1, 1, -5, -3, 3]",normal,4,8.702278137207031e-05
1,1000,251,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012111663818359375
1,1000,251,"[5, -1, 1, -5, -3, 3]",big b,4,9.274482727050781e-05
1,100,252,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,252,"[5, -1, 1, -5, -3, 3]",normal,4,8.535385131835938e-05
1,1000,252,"[5, -1, 1, -5, -3, 3]",big b,3,0.0035004615783691406
1,1000,252,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010347366333007812
1,100,253,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,253,"[5, -1, 1, -5, -3, 3]",normal,4,0.00031256675720214844
1,1000,253,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011746883392333984
1,1000,253,"[5, -1, 1, -5, -3, 3]",big b,4,9.274482727050781e-05
1,100,254,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,254,"[5, -1, 1, -5, -3, 3]",normal,4,8.702278137207031e-05
1,1000,254,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011754035949707031
1,1000,254,"[5, -1, 1, -5, -3, 3]",big b,4,9.059906005859375e-05
1,100,255,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001068115234375
1,100,255,"[5, -1, 1, -5, -3, 3]",normal,4,8.511543273925781e-05
1,1000,255,"[5, -1, 1, -5, -3, 3]",big b,3,0.0043811798095703125
1,1000,255,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011968612670898438
1,100,256,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010848045349121094
1,100,256,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012683868408203125
1,1000,256,"[5, -1, 1, -5, -3, 3]",big b,3,0.0014142990112304688
1,1000,256,"[5, -1, 1, -5, -3, 3]",big b,4,0.0003724098205566406
1,100,257,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044536590576171875
1,100,257,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003159046173095703
1,1000,257,"[5, -1, 1, -5, -3, 3]",big b,3,0.001199960708618164
1,1000,257,"[5, -1, 1, -5, -3, 3]",big b,4,9.632110595703125e-05
1,100,258,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001068115234375
1,100,258,"[5, -1, 1, -5, -3, 3]",normal,4,0.00013017654418945312
1,1000,258,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011777877807617188
1,1000,258,"[5, -1, 1, -5, -3, 3]",big b,4,9.34600830078125e-05
1,100,259,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010633468627929688
1,100,259,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003180503845214844
1,1000,259,"[5, -1, 1, -5, -3, 3]",big b,3,0.0021910667419433594
1,1000,259,"[5, -1, 1, -5, -3, 3]",big b,4,9.489059448242188e-05
1,100,260,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,260,"[5, -1, 1, -5, -3, 3]",normal,4,8.726119995117188e-05
1,1000,260,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011758804321289062
1,1000,260,"[5, -1, 1, -5, -3, 3]",big b,4,9.322166442871094e-05
1,100,261,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,261,"[5, -1, 1, -5, -3, 3]",normal,4,8.559226989746094e-05
1,1000,261,"[5, -1, 1, -5, -3, 3]",big b,3,0.004674673080444336
1,1000,261,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010538101196289062
1,100,262,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,262,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003304481506347656
1,1000,262,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011739730834960938
1,1000,262,"[5, -1, 1, -5, -3, 3]",big b,4,9.393692016601562e-05
1,100,263,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,263,"[5, -1, 1, -5, -3, 3]",normal,4,8.845329284667969e-05
1,1000,263,"[5, -1, 1, -5, -3, 3]",big b,3,0.0030260086059570312
1,1000,263,"[5, -1, 1, -5, -3, 3]",big b,4,9.560585021972656e-05
1,100,264,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,264,"[5, -1, 1, -5, -3, 3]",normal,4,0.00017023086547851562
1,1000,264,"[5, -1, 1, -5, -3, 3]",big b,3,0.005095481872558594
1,1000,264,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010752677917480469
1,100,265,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,265,"[5, -1, 1, -5, -3, 3]",normal,4,9.608268737792969e-05
1,1000,265,"[5, -1, 1, -5, -3, 3]",big b,3,0.001226663589477539
1,1000,265,"[5, -1, 1, -5, -3, 3]",big b,4,0.00025081634521484375
1,100,266,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,266,"[5, -1, 1, -5, -3, 3]",normal,4,8.821487426757812e-05
1,1000,266,"[5, -1, 1, -5, -3, 3]",big b,3,0.0025260448455810547
1,1000,266,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012874603271484375
1,100,267,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010919570922851562
1,100,267,"[5, -1, 1, -5, -3, 3]",normal,4,9.369850158691406e-05
1,1000,267,"[5, -1, 1, -5, -3, 3]",big b,3,0.0016214847564697266
1,1000,267,"[5, -1, 1, -5, -3, 3]",big b,4,0.000133514404296875
1,100,268,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,268,"[5, -1, 1, -5, -3, 3]",normal,4,9.202957153320312e-05
1,1000,268,"[5, -1, 1, -5, -3, 3]",big b,3,0.001583099365234375
1,1000,268,"[5, -1, 1, -5, -3, 3]",big b,4,9.608268737792969e-05
1,100,269,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010633468627929688
1,100,269,"[5, -1, 1, -5, -3, 3]",normal,4,8.940696716308594e-05
1,1000,269,"[5, -1, 1, -5, -3, 3]",big b,3,0.0017707347869873047
1,1000,269,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010800361633300781
1,100,270,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,270,"[5, -1, 1, -5, -3, 3]",normal,4,9.131431579589844e-05
1,1000,270,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012290477752685547
1,1000,270,"[5, -1, 1, -5, -3, 3]",big b,4,9.989738464355469e-05
1,100,271,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044226646423339844
1,100,271,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003304481506347656
1,1000,271,"[5, -1, 1, -5, -3, 3]",big b,3,0.001491546630859375
1,1000,271,"[5, -1, 1, -5, -3, 3]",big b,4,9.918212890625e-05
1,100,272,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001068115234375
1,100,272,"[5, -1, 1, -5, -3, 3]",normal,4,8.893013000488281e-05
1,1000,272,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011758804321289062
1,1000,272,"[5, -1, 1, -5, -3, 3]",big b,4,9.489059448242188e-05
1,100,273,"[5, -1, 1, -5, -3, 3]",normal,3,0.00044155120849609375
1,100,273,"[5, -1, 1, -5, -3, 3]",normal,4,8.988380432128906e-05
1,1000,273,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011916160583496094
1,1000,273,"[5, -1, 1, -5, -3, 3]",big b,4,9.870529174804688e-05
1,100,274,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,274,"[5, -1, 1, -5, -3, 3]",normal,4,9.059906005859375e-05
1,1000,274,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011737346649169922
1,1000,274,"[5, -1, 1, -5, -3, 3]",big b,4,9.512901306152344e-05
1,100,275,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,275,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003342628479003906
1,1000,275,"[5, -1, 1, -5, -3, 3]",big b,3,0.0022215843200683594
1,1000,275,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001125335693359375
1,100,276,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,276,"[5, -1, 1, -5, -3, 3]",normal,4,9.250640869140625e-05
1,1000,276,"[5, -1, 1, -5, -3, 3]",big b,3,0.001171112060546875
1,1000,276,"[5, -1, 1, -5, -3, 3]",big b,4,9.751319885253906e-05
1,100,277,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,277,"[5, -1, 1, -5, -3, 3]",normal,4,0.00033664703369140625
1,1000,277,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011875629425048828
1,1000,277,"[5, -1, 1, -5, -3, 3]",big b,4,9.822845458984375e-05
1,100,278,"[5, -1, 1, -5, -3, 3]",normal,3,0.00017833709716796875
1,100,278,"[5, -1, 1, -5, -3, 3]",normal,4,9.870529174804688e-05
1,1000,278,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011937618255615234
1,1000,278,"[5, -1, 1, -5, -3, 3]",big b,4,9.822845458984375e-05
1,100,279,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,279,"[5, -1, 1, -5, -3, 3]",normal,4,0.00033783912658691406
1,1000,279,"[5, -1, 1, -5, -3, 3]",big b,3,0.002344846725463867
1,1000,279,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010037422180175781
1,100,280,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,280,"[5, -1, 1, -5, -3, 3]",normal,4,9.226799011230469e-05
1,1000,280,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011818408966064453
1,1000,280,"[5, -1, 1, -5, -3, 3]",big b,4,9.799003601074219e-05
1,100,281,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,281,"[5, -1, 1, -5, -3, 3]",normal,4,9.1552734375e-05
1,1000,281,"[5, -1, 1, -5, -3, 3]",big b,3,0.0023975372314453125
1,1000,281,"[5, -1, 1, -5, -3, 3]",big b,4,0.00013566017150878906
1,100,282,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010848045349121094
1,100,282,"[5, -1, 1, -5, -3, 3]",normal,4,9.799003601074219e-05
1,1000,282,"[5, -1, 1, -5, -3, 3]",big b,3,0.002736330032348633
1,1000,282,"[5, -1, 1, -5, -3, 3]",big b,4,0.00013399124145507812
1,100,283,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010776519775390625
1,100,283,"[5, -1, 1, -5, -3, 3]",normal,4,9.417533874511719e-05
1,1000,283,"[5, -1, 1, -5, -3, 3]",big b,3,0.001173257827758789
1,1000,283,"[5, -1, 1, -5, -3, 3]",big b,4,9.894371032714844e-05
1,100,284,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,284,"[5, -1, 1, -5, -3, 3]",normal,4,0.00034499168395996094
1,1000,284,"[5, -1, 1, -5, -3, 3]",big b,3,0.002321481704711914
1,1000,284,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010514259338378906
1,100,285,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010752677917480469
1,100,285,"[5, -1, 1, -5, -3, 3]",normal,4,9.298324584960938e-05
1,1000,285,"[5, -1, 1, -5, -3, 3]",big b,3,0.00118255615234375
1,1000,285,"[5, -1, 1, -5, -3, 3]",big b,4,9.870529174804688e-05
1,100,286,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,286,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003521442413330078
1,1000,286,"[5, -1, 1, -5, -3, 3]",big b,3,0.0018928050994873047
1,1000,286,"[5, -1, 1, -5, -3, 3]",big b,4,0.00011134147644042969
1,100,287,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010728836059570312
1,100,287,"[5, -1, 1, -5, -3, 3]",normal,4,9.202957153320312e-05
1,1000,287,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011899471282958984
1,1000,287,"[5, -1, 1, -5, -3, 3]",big b,4,9.512901306152344e-05
1,100,288,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010585784912109375
1,100,288,"[5, -1, 1, -5, -3, 3]",normal,4,8.916854858398438e-05
1,1000,288,"[5, -1, 1, -5, -3, 3]",big b,3,0.0013852119445800781
1,1000,288,"[5, -1, 1, -5, -3, 3]",big b,4,0.00010013580322265625
1,100,289,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,289,"[5, -1, 1, -5, -3, 3]",normal,4,9.012222290039062e-05
1,1000,289,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011720657348632812
1,1000,289,"[5, -1, 1, -5, -3, 3]",big b,4,9.512901306152344e-05
1,100,290,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010704994201660156
1,100,290,"[5, -1, 1, -5, -3, 3]",normal,4,8.96453857421875e-05
1,1000,290,"[5, -1, 1, -5, -3, 3]",big b,3,0.001194000244140625
1,1000,290,"[5, -1, 1, -5, -3, 3]",big b,4,9.560585021972656e-05
1,100,291,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,291,"[5, -1, 1, -5, -3, 3]",normal,4,8.869171142578125e-05
1,1000,291,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012156963348388672
1,1000,291,"[5, -1, 1, -5, -3, 3]",big b,4,9.799003601074219e-05
1,100,292,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,292,"[5, -1, 1, -5, -3, 3]",normal,4,9.012222290039062e-05
1,1000,292,"[5, -1, 1, -5, -3, 3]",big b,3,0.0011713504791259766
1,1000,292,"[5, -1, 1, -5, -3, 3]",big b,4,9.489059448242188e-05
1,100,293,"[5, -1, 1, -5, -3, 3]",normal,3,0.00010657310485839844
1,100,293,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001690387725830078
1,1000,293,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012366771697998047
1,1000,293,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012969970703125
1,100,294,"[5, -1, 1, -5, -3, 3]",normal,3,0.00011396408081054688
1,100,294,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012087821960449219
1,1000,294,"[5, -1, 1, -5, -3, 3]",big b,3,0.00394892692565918
1,1000,294,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001327991485595703
1,100,295,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001323223114013672
1,100,295,"[5, -1, 1, -5, -3, 3]",normal,4,0.00023221969604492188
1,1000,295,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012271404266357422
1,1000,295,"[5, -1, 1, -5, -3, 3]",big b,4,0.00015997886657714844
1,100,296,"[5, -1, 1, -5, -3, 3]",normal,3,0.0002009868621826172
1,100,296,"[5, -1, 1, -5, -3, 3]",normal,4,0.0002162456512451172
1,1000,296,"[5, -1, 1, -5, -3, 3]",big b,3,0.0014338493347167969
1,1000,296,"[5, -1, 1, -5, -3, 3]",big b,4,0.00016641616821289062
1,100,297,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001354217529296875
1,100,297,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001246929168701172
1,1000,297,"[5, -1, 1, -5, -3, 3]",big b,3,0.0013108253479003906
1,1000,297,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001537799835205078
1,100,298,"[5, -1, 1, -5, -3, 3]",normal,3,0.0002636909484863281
1,100,298,"[5, -1, 1, -5, -3, 3]",normal,4,0.0003590583801269531
1,1000,298,"[5, -1, 1, -5, -3, 3]",big b,3,0.001215219497680664
1,1000,298,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012874603271484375
1,100,299,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013184547424316406
1,100,299,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012063980102539062
1,1000,299,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012269020080566406
1,1000,299,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001251697540283203
1,100,300,"[5, -1, 1, -5, -3, 3]",normal,3,0.00033545494079589844
1,100,300,"[5, -1, 1, -5, -3, 3]",normal,4,0.00034928321838378906
1,1000,300,"[5, -1, 1, -5, -3, 3]",big b,3,0.0021314620971679688
1,1000,300,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001308917999267578
1,100,301,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001308917999267578
1,100,301,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012087821960449219
1,1000,301,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012280941009521484
1,1000,301,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012540817260742188
1,100,302,"[5, -1, 1, -5, -3, 3]",normal,3,0.00034165382385253906
1,100,302,"[5, -1, 1, -5, -3, 3]",normal,4,0.00014829635620117188
1,1000,302,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012238025665283203
1,1000,302,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012803077697753906
1,100,303,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013208389282226562
1,100,303,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012135505676269531
1,1000,303,"[5, -1, 1, -5, -3, 3]",big b,3,0.0018889904022216797
1,1000,303,"[5, -1, 1, -5, -3, 3]",big b,4,0.00036787986755371094
1,100,304,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001461505889892578
1,100,304,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012373924255371094
1,1000,304,"[5, -1, 1, -5, -3, 3]",big b,3,0.0015833377838134766
1,1000,304,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001289844512939453
1,100,305,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013113021850585938
1,100,305,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012183189392089844
1,1000,305,"[5, -1, 1, -5, -3, 3]",big b,3,0.001230478286743164
1,1000,305,"[5, -1, 1, -5, -3, 3]",big b,4,0.00024008750915527344
1,100,306,"[5, -1, 1, -5, -3, 3]",normal,3,0.00014853477478027344
1,100,306,"[5, -1, 1, -5, -3, 3]",normal,4,0.00012230873107910156
1,1000,306,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012269020080566406
1,1000,306,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012946128845214844
1,100,307,"[5, -1, 1, -5, -3, 3]",normal,3,0.0001323223114013672
1,100,307,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001227855682373047
1,1000,307,"[5, -1, 1, -5, -3, 3]",big b,3,0.00122833251953125
1,1000,307,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012683868408203125
1,100,308,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013113021850585938
1,100,308,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001220703125
1,1000,308,"[5, -1, 1, -5, -3, 3]",big b,3,0.002238750457763672
1,1000,308,"[5, -1, 1, -5, -3, 3]",big b,4,0.00012683868408203125
1,100,309,"[5, -1, 1, -5, -3, 3]",normal,3,0.00013256072998046875
1,100,309,"[5, -1, 1, -5, -3, 3]",normal,4,0.0001227855682373047
1,1000,309,"[5, -1, 1, -5, -3, 3]",big b,3,0.0012617111206054688
1,1000,309,"[5, -1, 1, -5, -3, 3]",big b,4,0.0001373291015625
